id,owner,deal_stage,updated_at,created_at,age_in_days,deferred_reason,not_interested_reasons,no_requirement_reasons,next_reach_out_date,comments,source_of_the_deal,head_office_city,country,number_of_outlets
2004920066,SS,Deal Deferred,02/01/2021 14:04,12/21/20 16:26,89,Opted For Competitor,,,44536,Torqus POS,Web Form,Delhi NCR,India,1
2004943604,SS,Deal Deferred,02/03/2021 17:49,01/11/2021 13:41,68,Product Enhancement Required,,,,Need Whatsapp Integration on website,Web Form,Delhi NCR,India,1
2004946268,SS,Deal Deferred,1-25-2021 15:59:00,01/12/2021 20:40,67,Opted For Competitor,,,44489,"interested in: OMS. opted PP for pos, website and integration.",Web Form,Hyderabad,India,2
2004953397,PN,Lost,03/03/2021 15:22,01/18/21 11:59,44,,,,,,Cold call/email,Ahmedabad,India,7
2004953407,PN,Contact made,02/04/2021 13:15,01/18/21 12:09,61,,,,,,Chat,Delhi NCR,India,1
2004964033,DS,Won,02/26/21 10:04,01/25/21 13:36,29,,,,,,Web Form,Mumbai,India,8
2004969845,DS,Won,02-26-2021 10:04:00,1-28-2021 17:57:00,7,,,,,,Referral,Jaipur,India,25
2004980104,MJ,Deal Deferred,03/04/2021 21:28,02/03/2021 15:40,45,No Response,,,44335,,Channel Partner,Bangalore,India,2
2004999696,PN,Demo Done,03/09/2021 18:00,02/10/2021 10:47,38,,,,,,,Kolkata,India,4
2005023809,DS,Proposal Sent,03/19/21 17:02,02/17/21 11:35,31,,,,,,Web Form,Bhubaneswar,India,2
2005036242,MJ,Deal Deferred,03/03/2021 18:08,02/24/21 22:20,24,No Requirement,,Not Listed on Aggregators,44434,he is looking after website only and that is done through a local company,Web Form,,India,1
2005050155,MPS,New,03/12/2021 23:19,03/05/2021 09:41,15,,,,,,Web Form,Bangalore,India,1
2005062157,AR,In Negotiation,03-19-2021 10:55:00,03/12/2021 10:14,8,,,,,,Phone,Bangalore,India,1
2005067795,AR,Won,03-17-2021 17:49:00,03-16-2021 15:25:00,1,,,,,,Web Form,Bangalore,India,1
2001635922,DJ,Lost,01-23-2020 17:37:00,01/02/2018 17:01,125,,,,,,Chat,Hyderabad,India,4
2001639396,DJ,Won,02-13-2020 21:01:00,01/03/2018 11:59,8,,,,,,,Delhi NCR,India,1
2001653297,PN,Contact made,01/28/21 15:35,01/08/2018 17:49,1167,,,,,,Web Form,Delhi NCR,India,7
2001653456,JM,Deal Deferred,07/01/2020 11:43,01/08/2018 19:12,1167,,,,,,Web Form,Delhi NCR,India,1
2001653732,DJ,Deal Deferred,02/14/20 12:04,01/08/2018 20:16,1167,,,,,,Web Form,Others,India,1
2001662082,JM,Deal Deferred,07/01/2020 11:43,01/11/2018 17:26,1164,,,,,,Web Form,Delhi NCR,India,1
2001664120,JM,Won,09/21/20 18:51,01/12/2018 15:27,160,,,,,,Cold call/email,Chennai,India,72
2001671679,DJ,Lost,12/19/18 16:07,01/15/18 12:41,338,,,,,,Cold call/email,Delhi NCR,India,12
2001725497,DJ,Lost,01/02/2019 13:13,01/24/18 16:32,343,,,,,,Web Form,Mumbai,India,1
2001743280,DJ,Deal Deferred,1-14-2021 6:23:00,01/29/18 13:15,1146,,,,,,Web Form,Bangalore,India,2
2001745669,MJ,Contact made,03-16-2021 20:50:00,01/29/18 18:29,1146,,,,,,Cold call/email,Mumbai,India,15
2001747798,JM,Deal Deferred,07/03/2020 17:57,01/30/18 12:28,1145,,,,,,Cold call/email,Delhi NCR,India,5
2001798106,JM,Won,03/11/2020 13:42,02/08/2018 12:51,203,,,,,,Cold call/email,Bangalore,India,1
2001935234,DJ,Lost,12/03/2018 21:58,03/19/18 15:01,204,,,,,,POS Partners,Delhi NCR,India,2
2001959620,SS,Won,10/09/2020 13:25,03/20/18 18:01,660,,,,,,Chat,Delhi NCR,India,4
2001959876,SS,Deferred,02/11/2021 12:07,03/20/18 19:36,1096,,,,,,Cold call/email,Hyderabad,India,11
2001966774,DJ,Lost,2-14-2020 12:04:00,03-21-2018 15:14:00,598,,,,,,,Delhi NCR,India,1
2001980579,JM,Lost,09-21-2020 18:37:00,03-21-2018 19:51:00,400,,,,,,,Kolkata,India,1
2001982969,DJ,Deal Deferred,02-14-2020 12:04:00,03-22-2018 13:07:00,1094,,,,,,Cold call/email,Others,India,12
2002019349,SS,Lost,10/09/2020 13:18,03-27-2018 17:19:00,681,,,,,,Cold call/email,Jamshedpur,India,2
2002055835,MJ,Deal Deferred,10-22-2020 23:37:00,04/08/2018 23:48,1077,,,,,,Cold call/email,Bilaspur,India,2
2002063006,JM,Lost,09/21/20 18:37,04/11/2018 16:32,602,,,,,,POS Partners,Bangalore,India,1
2002117821,JM,Lost,09-21-2020 18:37:00,04-18-2018 11:00:00,600,,,,,,,Bangalore,India,1
2002120462,DJ,Deal Deferred,02-14-2020 12:04:00,04-19-2018 7:51:00,1066,,,,,,Web Form,Delhi NCR,India,1
2002170073,PN,Won,03/03/2021 15:37,05/04/2018 15:50,1022,,,,,,Referral,Mumbai,India,1
2002221663,JM,Lost,09-21-2020 18:39:00,05/23/18 15:18,41,,,,,,Chat,Bangalore,India,25
2002290153,JM,Lost,09/21/20 18:44,06/11/2018 15:28,4,,,,,,Web Form,Delhi NCR,India,1
2002325509,JM,Deal Deferred,01-14-2021 6:23:00,06-22-2018 19:26:00,1002,,,,,,POS Partners,Chennai,India,2
2002329057,DJ,Lost,02/14/20 12:04,06/25/18 17:15,302,,,,,,POS Partners,Ahmedabad,India,1
2002342005,JM,Lost,03/11/2020 13:42,07/02/2018 15:42,4,,,,,,,Delhi NCR,India,6
2002346099,JM,Lost,03/11/2020 13:42,07/04/2018 11:39,251,,,,,,,Chennai,India,1
2002348197,KS,Lost,09/14/20 15:47,07/05/2018 11:10,341,,,,,,Cold call/email,Delhi NCR,India,2
2002348540,DJ,Deal Deferred,01/14/21 6:24,07/05/2018 14:30,989,,,,,,,Bangalore,India,2
2002349928,SS,Deferred,02/09/2021 12:55,07/05/2018 18:57,989,,,,,,Cold call/email,Bangalore,India,7
2002350019,KS,Deal Deferred,01/14/21 6:24,07/05/2018 19:28,989,,,,,,Cold call/email,Mumbai,India,2
2002351907,DJ,Deal Deferred,01-14-2021 6:24:00,07/06/2018 11:06,988,,,,,,,Delhi NCR,India,2
2002375166,SS,Deferred,10/07/2020 13:03,07/11/2018 13:40,983,,,,,,Cold call/email,Bangalore,India,1
2002454028,KS,Lost,09/14/20 15:52,08/07/2018 16:37,283,,,,,,Web Form,Delhi NCR,India,1
2002454504,KS,Deal Deferred,01-14-2021 6:24:00,08/07/2018 19:39,956,,,,,,Web Form,Pune,India,1
2002457073,JM,Won,09/21/20 18:51,08/08/2018 16:25,162,,,,,,Web Form,Bangalore,India,6
2002467809,AIB,Won,09/10/2020 11:48,08-14-2018 15:28:00,205,,,,,,POS Partners,Bangalore,India,1
2002478381,DS,Won,10-16-2020 19:48:00,08-17-2018 12:59:00,791,,,,,,POS Partners,Cochin,India,7
2002497462,KS,Deal Deferred,01-14-2021 6:24:00,08-24-2018 18:58:00,939,,,,,,Web Form,Bangalore,India,1
2002524629,DJ,Lost,02/14/20 12:04,09/03/2018 12:19,248,,,,,,POS Partners,Bangalore,India,1
2002531894,KS,Lost,09/14/20 15:54,09/05/2018 18:01,169,,,,,,Web Form,Bangalore,India,1
2002534280,JM,Deal Deferred,07/03/2020 17:57,09/06/2018 15:37,926,,,,,,,Delhi NCR,India,19
2002537701,DS,New,02/11/2021 20:42,09/07/2018 17:44,925,,,,,,,Kolkata,India,5
2002545636,JM,Deal Deferred,07/10/2020 17:49,09/12/2018 16:08,920,,,,,,,Hyderabad,India,1
2002549648,KS,Lost,09-14-2020 15:54:00,09/14/18 12:40,60,,,,,,Web Form,Bangalore,India,1
2002562822,DJ,Won,12/03/2018 21:58,09-20-2018 13:00:00,0,,,,,,POS Partners,Delhi NCR,India,1
2002622140,KS,Deal Deferred,01/14/21 6:24,10/05/2018 12:56,897,,,,,,Cold call/email,,India,1
2002627398,KS,Lost,09-14-2020 15:59:00,10/08/2018 16:46,217,,,,,,Chat,Others,India,1
2002632830,JM,Won,12/16/20 18:28,10/10/2018 11:32,23,,,,,,Cold call/email,Delhi NCR,India,30
2002633275,DJ,Deal Deferred,02-14-2020 12:05:00,10/10/2018 14:57,892,,,,,,Web Form,Others,India,1
2002661019,DJ,Deal Deferred,02-14-2020 12:05:00,10-16-2018 12:25:00,886,,,,,,Chat,Lucknow,India,1
2002741550,MPS,Deal Deferred,7-15-2020 19:47:00,10/31/18 14:07,871,,,,,,,Others,India,1
2002745501,KS,Lost,09-14-2020 16:09:00,11/02/2018 12:22,320,,,,,,Web Form,Bangalore,India,1
2002758015,SS,Contact Made,02-16-2021 12:48:00,11/09/2018 12:11,862,,,,,,Cold call/email,Bangalore,India,4
2002758582,DJ,Lost,02-14-2020 12:05:00,11/09/2018 18:22,367,,,,,,Chat,Hyderabad,India,1
2002764211,DJ,Deal Deferred,2-14-2020 12:05:00,11/13/18 13:18,858,,,,,,Cold call/email,Bangalore,India,1
2002764229,JM,Lost,03/11/2020 13:42,11/13/18 13:29,93,,,,,,Cold call/email,Bangalore,India,1
2002779144,AIB,Won,09/10/2020 11:59,11/21/18 14:00,22,,,,,,POS Partners,Ahmedabad,India,35
2002779357,KS,Lost,09-14-2020 15:59:00,11-21-2018 15:54:00,56,,,,,,Web Form,Bangalore,India,1
2002779637,DJ,Lost,02/14/20 12:05,11-21-2018 18:34:00,167,,,,,,POS Partners,Others,India,1
2002790737,MPS,Deal Deferred,07/09/2020 11:58,11-28-2018 14:03:00,843,,,,,,Web Form,Delhi NCR,India,1
2002792555,AS,Dormant Dev Complete Partners,03/12/2021 18:27,11-29-2018 12:15:00,842,,,,,,Chat,Chennai,India,1
2002794674,DS,Contact made,03-19-2021 17:02:00,11/30/18 12:34,841,,,,,,Web Form,Kolkata,India,1
2002794853,DJ,Deal Deferred,02-14-2020 12:05:00,11/30/18 14:49,841,,,,,,Chat,Others,India,1
2002807041,JM,Won,09-21-2020 18:53:00,12/06/2018 10:55,27,,,,,,POS Partners,Hyderabad,India,8
2002826467,KS,Lost,09-14-2020 16:09:00,12/11/2018 11:29,157,,,,,,Web Form,Bangalore,India,1
2002826795,KS,Deal Deferred,01/14/21 6:25,12/11/2018 15:22,830,,,,,,Web Form,Bangalore,India,1
2002842143,MJ,In Negotiation,03-16-2021 20:54:00,12-20-2018 16:04:00,821,,,,,,Cold call/email,Bangalore,India,35
2002845956,KS,Lost,09-14-2020 16:09:00,12-24-2018 15:32:00,28,,,,,,Web Form,Bangalore,India,1
2002848381,JM,Lost,09-21-2020 18:45:00,12-26-2018 18:14:00,445,,,,,,Cold call/email,Ludhiana,India,8
2002848383,KS,Deal Deferred,01/14/21 6:25,12/26/18 18:17,815,,,,,,Web Form,Others,India,1
2002858200,AS,Actively developing,01-14-2021 19:50:00,01/03/2019 13:03,807,,,,,,Web Form,Hyderabad,India,1
2002860515,JM,Signed up for integration,03/09/2021 18:45,01/04/2019 14:00,806,,,,,,Referral,Delhi NCR,India,1
2002863917,JM,Deal Deferred,01-14-2021 6:25:00,01/07/2019 13:55,803,,,,,,Chat,Others,India,1
2002872239,DJ,Lost,02-14-2020 12:05:00,01/10/2019 18:35,158,,,,,,Web Form,Mumbai,India,1
2002872781,KS,Lost,09/14/20 16:40,01/10/2019 22:24,1,,,,,,Web Form,Bangalore,India,1
2002888184,DJ,Lost,02-14-2020 12:05:00,1-17-2019 19:37:00,97,,,,,,Chat,Delhi NCR,India,1
2002891506,DJ,Deal Deferred,02-14-2020 12:05:00,01/18/19 15:51,792,,,,,,Cold call/email,Chennai,India,2
2002891530,DJ,Deal Deferred,02/14/20 12:05,1-18-2019 16:02:00,792,,,,,,Cold call/email,Chennai,India,2
2002895910,JM,Deal Deferred,07/03/2020 17:59,1-21-2019 18:16:00,789,,,,,,Web Form,Bangalore,India,1
2002903457,DJ,Lost,02-14-2020 12:05:00,1-23-2019 15:33:00,19,,,,,,Web Form,Lucknow,India,1
2002905721,KS,Deal Deferred,01/14/21 6:25,1-24-2019 13:24:00,786,,,,,,Cold call/email,Coimbatore,India,3
2002939767,AIB,Won,09/10/2020 18:06,1-30-2019 17:35:00,90,,,,,,Chat,Bangalore,India,1
2002941928,DJ,Deal Deferred,02-14-2020 12:05:00,01/31/19 13:53,779,,,,,,Cold call/email,Chennai,India,2
2002942042,DJ,Deal Deferred,01-14-2021 6:25:00,01/31/19 14:49,779,,,,,,Cold call/email,Chennai,India,2
2002953507,MPS,Deal Deferred,07/07/2020 13:55,02/04/2019 13:56,775,,,,,,Chat,Mumbai,India,1
2002956758,AS,Development Complete,03/09/2021 17:35,02/05/2019 14:26,774,,,,,,Web Form,Bangalore,India,1
2002957190,MPS,Deal Deferred,06/08/2020 13:44,02/05/2019 17:14,774,,,,,,Chat,Pune,India,1
2002957318,KS,Lost,09/14/20 16:38,02/05/2019 18:20,21,,,,,,POS Partners,Hyderabad,India,4
2002960429,JM,Deal Deferred,07/10/2020 17:52,02/06/2019 18:20,773,,,,,,POS Partners,Delhi NCR,India,1
2002963443,MPS,Deal Deferred,06/08/2020 13:44,02/07/2019 14:54,772,,,,,,Chat,Chandigarh,India,1
2002973701,KS,Lost,09-14-2020 16:38:00,02/11/2019 12:49,218,,,,,,Cold call/email,Delhi NCR,India,1
2002973725,DJ,Lost,02-14-2020 12:05:00,02/11/2019 12:55,3,,,,,,Web Form,Cochin,India,1
2002973755,DJ,Deal Deferred,02/14/20 12:05,02/11/2019 13:11,768,,,,,,POS Partners,Others,India,5
2003007858,AIB,Won,10/07/2020 18:22,02/12/2019 18:37,603,,,,,,POS Partners,Bangalore,India,15
2003053342,KS,Lost,09-14-2020 16:40:00,02-15-2019 11:37:00,40,,,,,,Web Form,Lucknow,India,10
2003099877,KS,Lost,09-14-2020 16:41:00,02-22-2019 13:19:00,77,,,,,,POS Partners,Bangalore,India,1
2003118128,MPS,Deal Deferred,07/09/2020 16:31,02-27-2019 13:56:00,752,,,,,,Chat,Chennai,India,1
2003122255,JM,Deal Deferred,07/03/2020 18:06,02-28-2019 18:46:00,751,,,,,,Chat,Chennai,India,1
2003149679,KS,Lost,09-14-2020 16:41:00,03/06/2019 12:01,0,,,,,,Web Form,Bangalore,India,1
2003172027,KS,Lost,09/14/20 16:41,03-14-2019 13:36:00,47,,,,,,Web Form,Bangalore,India,1
2003174163,JHM,Proposal Sent,02-26-2021 9:54:00,03-15-2019 11:45:00,736,,,,,,Chat,Bangalore,India,9
2003195714,AIB,Won,09/10/2020 11:51,03-25-2019 13:45:00,8,,,,,,POS Partners,Mumbai,India,6
2003204140,KS,Lost,09/14/20 16:48,03/28/19 12:00,5,,,,,,Web Form,Bangalore,India,1
2003210228,KS,Lost,9-14-2020 16:48:00,04/01/2019 11:48,4,,,,,,Web Form,Bangalore,India,1
2003228556,KS,Deal Deferred,01/14/21 6:25,04/09/2019 17:37,711,,,,,,Web Form,Bangalore,India,1
2003231087,JM,Deal Deferred,07/03/2020 18:06,04/10/2019 16:22,710,,,,,,Chat,Mumbai,India,1
2003277232,DJ,Lost,02-14-2020 12:05:00,05/02/2019 19:15,193,,,,,,Chat,Bangalore,India,1
2003315522,SS,Won,09/06/2020 20:26,05-20-2019 14:21:00,11,,,,,,Referral,Delhi NCR,India,6
2003345775,KS,Lost,09-14-2020 16:54:00,05/29/19 15:13,112,,,,,,Chat,Bangalore,India,1
2003375660,DJ,Lost,02-14-2020 12:05:00,06/10/2019 12:44,77,,,,,,POS Partners,Mangalore,India,5
2003389748,SS,Won,02/08/2021 16:56,06-14-2019 14:07:00,-1,,,,,,Web Form,Delhi NCR,India,12
2003408798,KS,Lost,09/14/20 16:54,06-22-2019 18:32:00,72,,,,,,POS Partners,Bangalore,India,1
2003413927,JHM,Deal Deferred,01/07/2021 19:26,06-25-2019 11:43:00,634,,,,,,POS Partners,Chennai,India,22
2003436396,KS,Deal Deferred,01/14/21 6:25,07/03/2019 13:27,626,,,,,,Chat,Bangalore,India,1
2003459402,SS,Deal Deferred,01-14-2021 6:23:00,07/11/2019 19:32,618,,,,,,Web Form,Delhi NCR,India,1
2003485346,JM,Deal Deferred,07/01/2020 11:53,07-18-2019 14:16:00,611,,,,,,Cold call/email,Hyderabad,India,5
2003528073,KS,Won,09/14/20 16:54,07-31-2019 21:11:00,7,,,,,,POS Partners,Mumbai,India,75
2003598480,DJ,Won,02/14/20 12:06,08-23-2019 15:34:00,27,,,,,,Web Form,Pune,India,2
2003635060,SS,Lost,10/09/2020 13:15,09/03/2019 15:24,134,,,,,,Web Form,Delhi NCR,India,1
2003698626,MJ,Deal Deferred,1-26-2021 10:31:00,09-24-2019 11:49:00,543,,,,,,Cold call/email,Mumbai,India,34
2003705090,DS,Lost,11/10/2020 20:12,09-26-2019 17:30:00,411,,,,,,Cold call/email,Pune,India,13
2003707644,PN,Deal Deferred,02-23-2021 17:28:00,09/27/19 16:15,540,Opted For Competitor,,,44370,"they were in discussion with petpooja for a year & without confronting, he finalized",Cold call/email,Bangalore,India,5
2003711035,MJ,Deal Deferred,02/03/2021 10:35,09/30/19 11:17,537,,,,,,Cold call/email,Delhi NCR,India,12
2003711235,DJ,Won,02-14-2020 12:06:00,09/30/19 13:36,22,,,,,,Chat,Others,India,4
2003711586,JM,Won,3-24-2020 17:48:00,9-30-2019 16:05:00,58,,,,,,Cold call/email,Bangalore,India,7
2003723735,JM,Lost,9-21-2020 18:46:00,10/01/2019 15:36,166,,,,,,Cold call/email,Chandigarh,India,1
2003723774,JM,Deal Deferred,07/01/2020 11:45,10/01/2019 16:05,536,,,,,,Cold call/email,Chandigarh,India,1
2003724098,MJ,Lost,10/07/2020 17:54,10/01/2019 18:51,257,,,,,,Cold call/email,Chandigarh,India,1
2003728497,MJ,Deal Deferred,11/02/2020 22:11,10/03/2019 14:58,534,,,,,,Cold call/email,Chandigarh,India,1
2003745750,DS,New,03-19-2021 12:31:00,10/11/2019 16:12,526,,,,,,Cold call/email,Kolkata,India,22
2003745845,DS,Contact made,03-15-2021 22:22:00,10/11/2019 17:11,526,Happy Using Competitor,,,44539,Happy using Petpooja. license expiry will be after a year. reconnect then,Cold call/email,Kolkata,India,1
2003748943,MJ,Deal Deferred,3-16-2021 20:51:00,10-14-2019 14:14:00,523,No Requirement,,Not Listed on Aggregators,,They aren't working on aggregators because of commission issue.. he's planning to start next month,Cold call/email,Delhi NCR,India,32
2003749152,JM,Deal Deferred,01/14/21 6:26,10-14-2019 16:15:00,523,,,,,,Cold call/email,Bangalore,India,3
2003752784,DS,Deal Deferred,01/19/21 20:24,10-15-2019 19:28:00,522,,,,,,Cold call/email,Mumbai,India,28
2003754685,SS,Deferred,02/24/21 18:20,10-16-2019 12:41:00,521,,,,,,Cold call/email,Bangalore,India,3
2003754847,AIB,Won,09/10/2020 18:19,10-16-2019 14:07:00,13,,,,,,Web Form,Kolkata,India,9
2003758179,JM,Deal Deferred,07/01/2020 11:45,10-17-2019 16:41:00,520,,,,,,Web Form,Chennai,India,1
2003771252,MJ,Deal Deferred,11-27-2020 9:25:00,10-22-2019 12:38:00,515,,,,,,Cold call/email,Chandigarh,India,4
2003772205,AIB,Won,09/10/2020 18:03,10-22-2019 18:47:00,0,,,,,,POS Partners,Bangalore,India,2
2003775027,DS,Deal Deferred,12/04/2020 18:36,10-23-2019 17:00:00,514,,,,,,Cold call/email,Indore,India,5
2003775571,DS,New,01/05/2021 19:33,10-23-2019 19:41:00,514,,,,,,Cold call/email,Pune,India,18
2003789821,MJ,Deal Deferred,02-23-2021 20:45:00,10/28/19 17:57,509,,,,,,Cold call/email,Delhi NCR,India,8
2003790161,MJ,Deal Deferred,11-23-2020 22:02:00,10/28/19 18:17,509,,,,,,Cold call/email,Delhi NCR,India,5
2003790295,MJ,Deal Deferred,02/22/21 20:48,10/28/19 18:49,509,,,,,,Cold call/email,Delhi NCR,India,4
2003793033,DS,Deal Deferred,02/02/2021 19:43,10/29/19 13:09,508,,,,,,Cold call/email,Lucknow,India,10
2003793105,MJ,Deal Deferred,03/16/21 20:48,10/29/19 13:41,508,No Requirement,,Low Order Volume,44267,"He is using POSist and online sales is very low as of now, will take 1-2 months to signup",Cold call/email,Lucknow,India,3
2003793293,PN,Deal Deferred,2-17-2021 17:03:00,10-29-2019 14:43:00,508,,,,,,Cold call/email,Indore,India,12
2003810140,PN,Deal Deferred,01-30-2021 11:46:00,11/04/2019 16:51,502,,,,,,Web Form,Delhi NCR,India,2
2003812588,MJ,Deal Deferred,11/06/2020 19:25,11/05/2019 12:32,501,,,,,,Cold call/email,Lucknow,India,3
2003816851,MJ,Deal Deferred,03/10/2021 21:03,11/06/2019 22:39,500,,,,,,Cold call/email,Ahmedabad,India,28
2003816977,DS,Deal Deferred,11-17-2020 20:56:00,11/06/2019 23:30,500,,,,,,Cold call/email,Pune,India,4
2003823330,JM,Deal Deferred,07/03/2020 18:06,11/08/2019 18:53,498,,,,,,Chat,Others,India,1
2003825755,SS,Lost,12-15-2020 12:46:00,11/11/2019 09:31,366,,,,,,Cold call/email,Pune,India,3
2003825774,JM,Deal Deferred,07/01/2020 11:45,11/11/2019 10:09,495,,,,,,,Ahmedabad,India,5
2003838700,SS,Deferred,03/10/2021 08:59,11/14/19 19:04,492,,,,,,Cold call/email,Chennai,India,5
2003854827,DS,Deal Deferred,02/08/2021 12:53,11/21/19 13:38,485,No Requirement,,Low Order Volume,44300,not active on aggregators. not having high order volume,Cold call/email,Kolkata,India,17
2003857775,DS,New,02/05/2021 07:54,11/22/19 17:52,484,,,,,,Cold call/email,Kolkata,India,4
2003857794,SS,Contact Made,02/09/2021 12:54,11/22/19 18:05,484,,,,,,Cold call/email,Chennai,India,10
2003864489,DS,Deal Deferred,3-15-2021 21:58:00,11/26/19 17:09,480,,,,,,Cold call/email,Indore,India,4
2003870873,MJ,Lost,10/07/2020 17:52,11/29/19 18:40,10,,,,,,Cold call/email,,India,44
2003875761,MJ,Deal Deferred,10-22-2020 23:37:00,12/01/2019 15:08,475,,,,,,Cold call/email,Delhi NCR,India,12
2003875807,MJ,Deal Deferred,2-23-2021 18:09:00,12/01/2019 17:58,475,Happy Using Competitor,,,44250,Using Torqus and do not want any other intehgration,Cold call/email,Ahmedabad,India,4
2003879617,JM,New,07/09/2020 19:20,12/03/2019 12:41,473,,,,,,Cold call/email,Lucknow,India,3
2003879618,JM,New,07/09/2020 19:20,12/03/2019 12:43,473,,,,,,Cold call/email,Lucknow,India,3
2003879639,JM,New,07/09/2020 19:20,12/03/2019 12:59,473,,,,,,Cold call/email,Kota,India,3
2003879650,PN,Contact made,01-28-2021 15:36:00,12/03/2019 13:06,473,,,,,,Cold call/email,Vijayawada,India,3
2003881937,MJ,Lost,10/07/2020 17:53,12/04/2019 08:05,18,,,,,,Cold call/email,Chandigarh,India,6
2003882047,PN,Contact made,1-28-2021 15:36:00,12/04/2019 11:30,472,,,,,,Cold call/email,Hyderabad,India,6
2003882112,MJ,Deal Deferred,01/22/21 0:30,12/04/2019 13:03,472,,,,,,Cold call/email,Delhi NCR,India,5
2003885206,DS,New,02/02/2021 19:34,12/05/2019 17:47,471,,,,,,Cold call/email,Mumbai,India,18
2003949711,SS,Lost,02/18/21 17:51,12/09/2019 11:23,437,,,,,,Cold call/email,Delhi NCR,India,30
2003949717,MJ,Deal Deferred,10/22/20 23:37,12/09/2019 11:41,467,,,,,,Cold call/email,Delhi NCR,India,6
2003950226,PN,Contact made,01/28/21 15:36,12/09/2019 17:30,467,,,,,,Cold call/email,Hyderabad,India,16
2003952400,MJ,Deal Deferred,12/16/20 22:58,12/10/2019 11:28,466,,,,,,Cold call/email,Delhi NCR,India,7
2003955821,MJ,Deal Deferred,03/10/2021 21:21,12/11/2019 18:00,465,No Response,,,44309,,Cold call/email,Delhi NCR,India,5
2003957584,PN,Deal Deferred,03/17/21 16:14,12/12/2019 12:56,464,No Response,,,,,Cold call/email,Surat,India,15
2003957892,SS,Contact made,3-17-2021 23:37:00,12/12/2019 16:57,464,,,,,,Cold call/email,Ahmedabad,India,4
2003959669,DS,In Negotiation,3-19-2021 12:19:00,12-13-2019 11:48:00,463,,,,,,Cold call/email,Ahmedabad,India,10
2003967838,JM,Deal Deferred,8-28-2020 19:23:00,12-18-2019 14:43:00,458,,,,,,POS Partners,Bangalore,India,1
2003968147,PN,Deal Deferred,1-30-2021 11:46:00,12-18-2019 18:48:00,458,,,,,,Cold call/email,Patna,India,3
2003972072,DS,Deal Deferred,01/05/2021 18:30,12-20-2019 15:12:00,456,,,,,,Cold call/email,Delhi NCR,India,5
2003972076,DS,Deal Deferred,01/04/2021 19:49,12-20-2019 15:15:00,456,,,,,,Cold call/email,Mumbai,India,10
2003974967,DS,Deal Deferred,03/16/21 19:45,12/23/19 17:08,453,,,,,,Cold call/email,Mumbai,India,10
2003974973,SS,Deferred,1-20-2021 14:03:00,12/23/19 17:17,453,No Response,,,,No response tried multiple times,Cold call/email,Vizag,India,3
2003975288,JM,New,08/11/2020 14:11,12/23/19 19:16,453,,,,,,Cold call/email,Vadodara,India,3
2003976758,PN,Contact made,01/28/21 15:36,12/24/19 15:50,452,,,,,,Cold call/email,Bangalore,India,5
2003976789,PN,Contact made,01/28/21 15:36,12/24/19 16:28,452,,,,,,Cold call/email,Mumbai,India,5
2003976838,JM,Deal Deferred,07/01/2020 11:54,12/24/19 18:02,452,,,,,,Cold call/email,Mumbai,India,11
2003976843,JM,Contact Made,08/11/2020 12:56,12/24/19 18:14,452,,,,,,Cold call/email,Goa,India,10
2003976853,JM,Deal Deferred,07/01/2020 11:54,12/24/19 18:28,452,,,,,,Cold call/email,Mumbai,India,5
2003978140,DS,Deal Deferred,12/21/20 18:00,12/26/19 13:21,450,,,,,,Cold call/email,Pune,India,5
2003978159,MJ,Contact Made,01/06/2021 08:27,12-26-2019 14:05:00,450,,,,,,Cold call/email,Kolkata,India,24
2003978228,DS,Deal Deferred,01-19-2021 20:28:00,12-26-2019 16:10:00,450,,,,,,Cold call/email,Ahmedabad,India,8
2003978333,JM,Deal Deferred,07/01/2020 11:45,12-26-2019 18:54:00,450,,,,,,Cold call/email,Bangalore,India,10
2003979385,MJ,Deal Deferred,08/27/20 18:25,12-27-2019 12:45:00,449,,,,,,Cold call/email,Jaipur,India,50
2003979397,JHM,New,02/08/2021 17:08,12-27-2019 13:07:00,449,,,,,,Cold call/email,Cochin,India,26
2003979508,PN,Deal Deferred,03/10/2021 18:27,12/27/19 13:14,449,,,,,,Cold call/email,Cochin,India,6
2003979512,SS,Lost,12/22/20 13:42,12/27/19 13:20,361,,,,,,Cold call/email,Hyderabad,India,7
2003979690,PN,Contact made,01/28/21 15:36,12/27/19 15:21,449,,,,,,Cold call/email,Bangalore,India,7
2003982174,JM,Deal Deferred,07/01/2020 11:45,12-30-2019 12:26:00,446,,,,,,Cold call/email,Surat,India,13
2003982232,JM,Deal Deferred,07/01/2020 11:45,12-30-2019 13:38:00,446,,,,,,Cold call/email,Mumbai,India,5
2003982338,DS,Deal Deferred,01/05/2021 13:42,12-30-2019 15:04:00,446,,,,,,Cold call/email,Mumbai,India,9
2003982439,JHM,Contact made,03-18-2021 23:55:00,12-30-2019 17:07:00,446,,,,,,Cold call/email,Chennai,India,5
2003982493,PN,Contact made,01/28/21 15:36,12-30-2019 17:50:00,446,,,,,,Cold call/email,Chennai,India,6
2003984741,SS,Deferred,1-20-2021 17:21:00,12-31-2019 11:50:00,445,,,,,,Cold call/email,Chennai,India,6
2003984761,DS,Deal Deferred,01/05/2021 13:41,12/31/19 12:27,445,,,,,,Web Form,Delhi NCR,India,6
2003984933,MJ,Deal Deferred,01/06/2021 21:47,12/31/19 13:46,445,,,,,,Web Form,Delhi NCR,India,1
